DateTime,EventId,EventType,Message,RecordId
2025-05-29 11:24:42,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,46609
2025-05-29 11:51:44,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,46634
2025-05-29 12:00:00,6013,System uptime report,The system uptime is 2771 seconds.,46681
2025-05-29 12:46:13,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,46701
2025-05-29 12:46:14,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,46723
2025-05-29 12:46:16,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,46730
2025-05-29 20:14:08,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,46762
2025-05-29 22:56:52,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,46847
2025-05-29 22:56:53,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,46869
2025-05-29 22:56:55,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,46879
2025-05-30 10:21:36,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,46911
2025-05-30 12:00:00,6013,System uptime report,The system uptime is 89172 seconds.,46983
2025-05-30 12:12:15,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,46998
