DateTime,EventId,EventType,RecordId,SessionTag
2025-07-07 20:50:50,41,System rebooted without cleanly shutting down,60058,logoff
2025-07-07 20:51:00,6008,Unexpected shutdown (previous shutdown was unexpected),60025,logoff
2025-07-07 20:51:00,6005,System startup (Event Log service started),60027,logon
2025-07-07 20:51:40,7001,User logon notification,60218,logon
2025-07-07 23:04:11,1074,System shutdown/restart initiated,60301,logoff
2025-07-07 23:04:13,1074,System shutdown/restart initiated,60323,logoff
2025-07-07 23:04:13,7002,User logoff notification,60324,logoff
2025-07-08 07:24:14,7001,User logon notification,60348,logon
2025-07-08 09:54:59,1074,System shutdown/restart initiated,60420,logoff
2025-07-08 09:55:00,7002,User logoff notification,60444,logoff
2025-07-08 09:56:50,7001,User logon notification,60465,logon
2025-07-08 10:17:47,1074,System shutdown/restart initiated,60510,logoff
2025-07-08 10:17:53,7002,User logoff notification,60535,logoff
2025-07-08 11:50:56,7001,User logon notification,60554,logon
2025-07-08 12:41:36,7002,User logoff notification,60619,logoff
2025-07-08 20:05:30,7001,User logon notification,60636,logon
2025-07-08 23:35:57,1074,System shutdown/restart initiated,60772,logoff
2025-07-08 23:35:59,7002,User logoff notification,60793,logoff
2025-07-09 07:06:44,7001,User logon notification,60847,logon
2025-07-09 13:52:06,7002,User logoff notification,60952,logoff
2025-07-09 13:52:51,6005,System startup (Event Log service started),60966,logon
2025-07-09 13:53:18,7001,User logon notification,61181,logon
2025-07-09 22:01:17,41,System rebooted without cleanly shutting down,61280,logoff
2025-07-09 22:01:28,6008,Unexpected shutdown (previous shutdown was unexpected),61255,logoff
2025-07-09 22:01:28,6005,System startup (Event Log service started),61257,logon
2025-07-09 22:01:33,7001,User logon notification,61409,logon
2025-07-09 22:58:47,1074,System shutdown/restart initiated,61493,logoff
2025-07-09 22:58:48,1074,System shutdown/restart initiated,61517,logoff
2025-07-09 22:58:48,7002,User logoff notification,61518,logoff
2025-07-10 09:28:16,7001,User logon notification,61547,logon
2025-07-10 15:12:22,1074,System shutdown/restart initiated,61648,logoff
2025-07-10 15:12:23,7002,User logoff notification,61673,logoff
2025-07-10 16:13:43,7001,User logon notification,61692,logon
2025-07-10 23:21:50,1074,System shutdown/restart initiated,61751,logoff
2025-07-10 23:21:57,7002,User logoff notification,61778,logoff
2025-07-11 07:31:31,6005,System startup (Event Log service started),61792,logon
2025-07-11 07:31:38,7001,User logon notification,61956,logon
2025-07-11 17:15:02,1074,System shutdown/restart initiated,62115,logoff
2025-07-11 17:15:03,1074,System shutdown/restart initiated,62140,logoff
2025-07-11 17:15:03,7002,User logoff notification,62141,logoff
2025-07-11 20:27:39,7001,User logon notification,62170,logon
2025-07-11 23:10:47,1074,System shutdown/restart initiated,62227,logoff
2025-07-11 23:10:49,7002,User logoff notification,62248,logoff
2025-07-12 07:49:10,7001,User logon notification,62270,logon
2025-07-12 13:39:47,1074,System shutdown/restart initiated,62360,logoff
2025-07-12 13:39:49,7002,User logoff notification,62381,logoff
2025-07-12 16:24:58,7001,User logon notification,62401,logon
2025-07-12 22:56:08,1074,System shutdown/restart initiated,62463,logoff
2025-07-12 22:56:10,7002,User logoff notification,62488,logoff
2025-07-13 08:59:03,7001,User logon notification,62514,logon
2025-07-13 09:44:04,1074,System shutdown/restart initiated,62576,logoff
2025-07-13 09:44:05,7002,User logoff notification,62596,logoff
2025-07-16 20:33:43,7001,User logon notification,62647,logon
2025-07-16 22:54:31,1074,System shutdown/restart initiated,62795,logoff
2025-07-16 22:54:33,7002,User logoff notification,62820,logoff
2025-07-17 06:30:42,7001,User logon notification,62840,logon
2025-07-17 15:43:46,1074,System shutdown/restart initiated,62964,logoff
2025-07-17 15:43:48,7002,User logoff notification,62989,logoff
2025-07-17 16:25:38,7001,User logon notification,63009,logon
2025-07-17 22:45:23,1074,System shutdown/restart initiated,63079,logoff
2025-07-17 22:45:25,7002,User logoff notification,63104,logoff
2025-07-18 10:47:35,7001,User logon notification,63129,logon
2025-07-18 11:24:35,1074,System shutdown/restart initiated,63188,logoff
2025-07-18 11:24:37,7002,User logoff notification,63212,logoff
2025-07-18 13:10:10,7001,User logon notification,63235,logon
2025-07-18 13:31:26,1074,System shutdown/restart initiated,63277,logoff
2025-07-18 13:31:28,7002,User logoff notification,63298,logoff
2025-07-20 17:03:55,7001,User logon notification,63322,logon
2025-07-20 22:36:44,1074,System shutdown/restart initiated,63496,logoff
2025-07-20 22:36:46,7002,User logoff notification,63521,logoff
2025-07-21 19:50:34,7001,User logon notification,63551,logon
2025-07-21 22:31:55,1074,System shutdown/restart initiated,63626,logoff
2025-07-21 22:31:57,7002,User logoff notification,63647,logoff
2025-07-22 21:26:40,6005,System startup (Event Log service started),63685,logon
2025-07-22 21:28:15,1074,System shutdown/restart initiated,63860,logoff
2025-07-22 21:28:45,6005,System startup (Event Log service started),63870,logon
2025-07-22 21:28:54,7001,User logon notification,64034,logon
2025-07-22 22:47:47,1074,System shutdown/restart initiated,64171,logoff
2025-07-22 22:47:49,1074,System shutdown/restart initiated,64196,logoff
2025-07-22 22:47:49,7002,User logoff notification,64197,logoff
2025-07-23 18:49:54,7001,User logon notification,64219,logon
2025-07-23 18:55:06,1074,System shutdown/restart initiated,64291,logoff
2025-07-23 18:55:08,7002,User logoff notification,64314,logoff
2025-07-23 18:56:06,6005,System startup (Event Log service started),64327,logon
2025-07-23 18:56:48,7001,User logon notification,64525,logon
2025-07-24 20:42:32,41,System rebooted without cleanly shutting down,64669,logoff
2025-07-24 20:42:44,6008,Unexpected shutdown (previous shutdown was unexpected),64644,logoff
2025-07-24 20:42:44,6005,System startup (Event Log service started),64654,logon
2025-07-24 20:44:12,7001,User logon notification,64801,logon
2025-07-24 22:59:47,1074,System shutdown/restart initiated,64924,logoff
2025-07-24 22:59:49,1074,System shutdown/restart initiated,64949,logoff
2025-07-24 22:59:49,7002,User logoff notification,64950,logoff
2025-07-25 06:26:25,7001,User logon notification,64977,logon
2025-07-25 14:07:40,41,System rebooted without cleanly shutting down,65057,logoff
2025-07-25 14:07:49,6008,Unexpected shutdown (previous shutdown was unexpected),65040,logoff
2025-07-25 14:07:49,6005,System startup (Event Log service started),65042,logon
2025-07-25 14:07:55,1074,System shutdown/restart initiated,65183,logoff
2025-07-25 14:08:31,6005,System startup (Event Log service started),65197,logon
2025-07-25 14:08:38,7001,User logon notification,65360,logon
2025-07-26 11:22:53,41,System rebooted without cleanly shutting down,65499,logoff
2025-07-26 11:23:04,6008,Unexpected shutdown (previous shutdown was unexpected),65474,logoff
2025-07-26 11:23:04,6005,System startup (Event Log service started),65476,logon
2025-07-26 11:23:15,7001,User logon notification,65630,logon
2025-07-26 11:57:02,1074,System shutdown/restart initiated,65690,logoff
2025-07-26 11:57:04,1074,System shutdown/restart initiated,65711,logoff
2025-07-26 11:57:04,7002,User logoff notification,65712,logoff
2025-07-26 13:47:17,7001,User logon notification,65733,logon
2025-07-26 16:58:56,1074,System shutdown/restart initiated,65803,logoff
2025-07-26 16:59:02,7002,User logoff notification,65824,logoff
2025-07-26 22:52:52,7001,User logon notification,65849,logon
2025-07-27 02:10:55,1074,System shutdown/restart initiated,65914,logoff
2025-07-27 02:10:56,7002,User logoff notification,65935,logoff
2025-07-27 08:49:41,7001,User logon notification,65957,logon
2025-07-27 10:10:41,1074,System shutdown/restart initiated,66003,logoff
2025-07-27 10:10:42,7002,User logoff notification,66024,logoff
2025-07-27 10:30:28,7001,User logon notification,66045,logon
2025-07-27 10:34:38,1074,System shutdown/restart initiated,66090,logoff
2025-07-27 10:34:39,7002,User logoff notification,66110,logoff
2025-07-27 11:56:39,7001,User logon notification,66140,logon
2025-07-27 14:03:24,1074,System shutdown/restart initiated,66182,logoff
2025-07-27 14:03:26,7002,User logoff notification,66202,logoff
2025-07-27 22:12:31,7001,User logon notification,66225,logon
2025-07-27 22:31:47,1074,System shutdown/restart initiated,66297,logoff
2025-07-27 22:31:49,7002,User logoff notification,66318,logoff
2025-07-27 22:35:18,6005,System startup (Event Log service started),66331,logon
2025-07-27 22:35:26,7001,User logon notification,66492,logon
2025-07-28 00:11:22,1074,System shutdown/restart initiated,66563,logoff
2025-07-28 00:11:27,1074,System shutdown/restart initiated,66583,logoff
2025-07-28 00:11:27,7002,User logoff notification,66584,logoff
2025-07-28 19:06:39,7001,User logon notification,66614,logon
2025-07-28 22:53:27,1074,System shutdown/restart initiated,66704,logoff
2025-07-28 22:53:28,7002,User logoff notification,66725,logoff
2025-07-29 15:16:38,7001,User logon notification,66753,logon
2025-07-29 20:23:19,41,System rebooted without cleanly shutting down,66851,logoff
2025-07-29 20:23:30,6008,Unexpected shutdown (previous shutdown was unexpected),66826,logoff
2025-07-29 20:23:30,6005,System startup (Event Log service started),66828,logon
2025-07-29 20:24:44,7001,User logon notification,66982,logon
2025-07-30 17:06:31,41,System rebooted without cleanly shutting down,67094,logoff
2025-07-30 17:06:42,6008,Unexpected shutdown (previous shutdown was unexpected),67069,logoff
2025-07-30 17:06:42,6005,System startup (Event Log service started),67071,logon
2025-07-30 17:08:25,7001,User logon notification,67234,logon
2025-07-30 17:33:15,1074,System shutdown/restart initiated,67358,logoff
2025-07-30 17:33:21,1074,System shutdown/restart initiated,67381,logoff
2025-07-30 17:33:21,7002,User logoff notification,67382,logoff
2025-07-30 20:22:34,7001,User logon notification,67421,logon
2025-07-30 22:05:05,1074,System shutdown/restart initiated,67472,logoff
2025-07-30 22:05:07,7002,User logoff notification,67493,logoff
2025-07-31 17:44:54,7001,User logon notification,67530,logon
2025-07-31 22:31:00,1074,System shutdown/restart initiated,67666,logoff
2025-07-31 22:31:01,7002,User logoff notification,67687,logoff
2025-08-01 12:47:05,7001,User logon notification,67725,logon
2025-08-01 14:44:36,1074,System shutdown/restart initiated,67810,logoff
2025-08-01 14:44:42,7002,User logoff notification,67833,logoff
2025-08-01 17:17:43,7001,User logon notification,67854,logon
2025-08-02 00:39:29,1074,System shutdown/restart initiated,67990,logoff
2025-08-02 00:39:34,7002,User logoff notification,68012,logoff
2025-08-02 09:14:36,7001,User logon notification,68041,logon
2025-08-02 11:58:03,7002,User logoff notification,68127,logoff
2025-08-02 14:05:49,7001,User logon notification,68146,logon
2025-08-02 16:45:54,1074,System shutdown/restart initiated,68300,logoff
2025-08-02 16:45:56,7002,User logoff notification,68321,logoff
2025-08-02 20:07:12,7001,User logon notification,68343,logon
2025-08-02 21:04:47,1074,System shutdown/restart initiated,68399,logoff
2025-08-02 21:04:49,7002,User logoff notification,68423,logoff
2025-08-02 21:57:42,7001,User logon notification,68444,logon
2025-08-02 23:32:21,1074,System shutdown/restart initiated,68488,logoff
2025-08-02 23:32:22,7002,User logoff notification,68513,logoff
2025-08-03 08:24:12,7001,User logon notification,68540,logon
2025-08-03 09:37:45,1074,System shutdown/restart initiated,68598,logoff
2025-08-03 09:37:47,7002,User logoff notification,68622,logoff
2025-08-03 13:22:56,7001,User logon notification,68642,logon
2025-08-03 14:13:49,1074,System shutdown/restart initiated,68692,logoff
2025-08-03 14:13:51,7002,User logoff notification,68717,logoff
2025-08-03 17:26:17,7001,User logon notification,68739,logon
2025-08-03 17:47:13,1074,System shutdown/restart initiated,68784,logoff
2025-08-03 17:47:14,7002,User logoff notification,68808,logoff
2025-08-03 18:31:26,7001,User logon notification,68828,logon
2025-08-03 19:28:01,1074,System shutdown/restart initiated,68876,logoff
2025-08-03 19:28:05,7002,User logoff notification,68901,logoff
2025-08-03 20:10:08,7001,User logon notification,68920,logon
2025-08-03 22:44:02,1074,System shutdown/restart initiated,68961,logoff
2025-08-03 22:44:03,7002,User logoff notification,68982,logoff
2025-08-04 07:03:37,7001,User logon notification,69004,logon
2025-08-04 07:42:03,1074,System shutdown/restart initiated,69093,logoff
2025-08-04 07:42:09,7002,User logoff notification,69115,logoff
2025-08-04 18:48:31,7001,User logon notification,69144,logon
2025-08-04 22:59:54,1074,System shutdown/restart initiated,69242,logoff
2025-08-04 22:59:56,7002,User logoff notification,69267,logoff
2025-08-05 19:27:38,7001,User logon notification,69297,logon
2025-08-05 19:31:27,1074,System shutdown/restart initiated,69361,logoff
2025-08-05 19:31:28,7002,User logoff notification,69384,logoff
2025-08-05 20:52:00,7001,User logon notification,69412,logon
2025-08-05 23:50:02,7002,User logoff notification,69543,logoff
2025-08-06 21:39:51,7001,User logon notification,69569,logon
2025-08-06 22:32:54,1074,System shutdown/restart initiated,69666,logoff
2025-08-06 22:32:56,7002,User logoff notification,69690,logoff
2025-08-07 12:10:15,7001,User logon notification,69728,logon
2025-08-07 12:27:52,7002,User logoff notification,69805,logoff
2025-08-07 17:25:19,7001,User logon notification,69825,logon
2025-08-07 22:32:44,1074,System shutdown/restart initiated,69919,logoff
2025-08-07 22:32:46,7002,User logoff notification,69944,logoff
2025-08-08 07:23:36,7001,User logon notification,69966,logon
2025-08-08 13:41:04,1074,System shutdown/restart initiated,70053,logoff
2025-08-08 13:41:06,7002,User logoff notification,70078,logoff
2025-08-08 17:32:08,7001,User logon notification,70101,logon
2025-08-08 19:00:01,1074,System shutdown/restart initiated,70162,logoff
2025-08-08 19:00:02,7002,User logoff notification,70182,logoff
2025-08-08 21:40:58,6005,System startup (Event Log service started),70195,logon
2025-08-08 21:41:09,7001,User logon notification,70368,logon
2025-08-08 23:23:46,1074,System shutdown/restart initiated,70437,logoff
2025-08-08 23:23:51,1074,System shutdown/restart initiated,70462,logoff
2025-08-08 23:23:51,7002,User logoff notification,70463,logoff
2025-08-09 08:01:26,7001,User logon notification,70484,logon
2025-08-09 12:15:17,1074,System shutdown/restart initiated,70590,logoff
2025-08-09 12:15:24,7002,User logoff notification,70613,logoff
2025-08-09 20:16:32,7001,User logon notification,70637,logon
2025-08-09 23:00:01,1074,System shutdown/restart initiated,70702,logoff
2025-08-09 23:00:03,7002,User logoff notification,70723,logoff
2025-08-10 13:49:12,7001,User logon notification,70747,logon
2025-08-10 15:58:54,1074,System shutdown/restart initiated,70816,logoff
2025-08-10 15:58:55,7002,User logoff notification,70838,logoff
2025-08-11 17:47:42,7001,User logon notification,70865,logon
2025-08-11 19:48:30,1074,System shutdown/restart initiated,70972,logoff
2025-08-11 19:48:32,7002,User logoff notification,70992,logoff
2025-08-11 21:16:01,7001,User logon notification,71011,logon
2025-08-11 23:26:26,1074,System shutdown/restart initiated,71062,logoff
2025-08-11 23:26:28,7002,User logoff notification,71088,logoff
2025-08-12 16:13:40,7001,User logon notification,71116,logon
2025-08-12 16:52:10,1074,System shutdown/restart initiated,71191,logoff
2025-08-12 16:52:12,7002,User logoff notification,71213,logoff
2025-08-12 21:13:26,7001,User logon notification,71233,logon
2025-08-12 22:50:02,1074,System shutdown/restart initiated,71294,logoff
2025-08-12 22:50:08,7002,User logoff notification,71318,logoff
2025-08-13 07:00:46,7001,User logon notification,71338,logon
2025-08-13 15:34:03,7002,User logoff notification,71473,logoff
2025-08-13 15:34:42,6005,System startup (Event Log service started),71486,logon
2025-08-13 15:35:08,7001,User logon notification,71657,logon
2025-08-13 17:20:15,1074,System shutdown/restart initiated,71741,logoff
2025-08-14 09:49:07,41,System rebooted without cleanly shutting down,71886,logoff
2025-08-14 09:49:17,6008,Unexpected shutdown (previous shutdown was unexpected),71862,logoff
2025-08-14 09:49:17,6005,System startup (Event Log service started),71871,logon
2025-08-14 09:49:37,7001,User logon notification,72017,logon
2025-08-14 23:00:15,1074,System shutdown/restart initiated,72179,logoff
2025-08-14 23:00:49,1074,System shutdown/restart initiated,72233,logoff
2025-08-14 23:00:49,7002,User logoff notification,72234,logoff
2025-08-15 07:18:43,7001,User logon notification,72256,logon
2025-08-15 15:45:45,1074,System shutdown/restart initiated,72391,logoff
2025-08-15 19:49:01,1074,System shutdown/restart initiated,72441,logoff
2025-08-15 19:49:02,7002,User logoff notification,72443,logoff
2025-08-16 16:43:55,7001,User logon notification,72477,logon
2025-08-16 18:09:46,1074,System shutdown/restart initiated,72553,logoff
2025-08-16 18:09:53,7002,User logoff notification,72576,logoff
2025-08-16 22:40:32,7001,User logon notification,72608,logon
2025-08-16 22:48:18,1074,System shutdown/restart initiated,72661,logoff
2025-08-16 22:48:19,7002,User logoff notification,72681,logoff
2025-08-17 09:33:39,7001,User logon notification,72708,logon
2025-08-17 14:11:02,1074,System shutdown/restart initiated,72768,logoff
2025-08-17 14:11:04,7002,User logoff notification,72789,logoff
2025-08-18 07:47:21,7001,User logon notification,72844,logon
2025-08-18 19:58:07,1074,System shutdown/restart initiated,72972,logoff
